Airline,FlightNum,PlanTime,ActualTime,Direction,Airport,City,Country,Terminal,Status
IB,2397,2024-02-16 04:25:00,2024-02-16 04:25:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
LY,398,2024-02-16 04:25:00,2024-02-16 04:25:00,A,MAD,MADRID,SPAIN,3,NOT FINAL
QS,1286,2024-02-16 04:35:00,2024-02-16 04:35:00,A,PRG,PRAGUE,CZECH REPUBLIC,3,NOT FINAL
LY,347,2024-02-16 04:45:00,2024-02-16 04:45:00,D,ZRH,ZURICH,SWITZERLAND,3,ON TIME
SK,3189,2024-02-16 04:45:00,2024-02-16 04:45:00,D,ZRH,ZURICH,SWITZERLAND,3,ON TIME
LY,2371,2024-02-16 04:55:00,2024-02-16 04:55:00,D,BER,BERLIN,GERMANY,3,ON TIME
SK,3157,2024-02-16 04:55:00,2024-02-16 04:55:00,D,BER,BERLIN,GERMANY,3,ON TIME
AA,9267,2024-02-16 05:05:00,2024-02-16 05:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
AM,7876,2024-02-16 05:05:00,2024-02-16 05:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
LY,318,2024-02-16 05:05:00,2024-02-16 05:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
SK,3174,2024-02-16 05:05:00,2024-02-16 05:05:00,A,LHR,LONDON,UNITED KINGDOM,3,NOT FINAL
LY,2365,2024-02-16 05:15:00,2024-02-16 05:15:00,D,BUD,BUDAPEST,HUNGARY,3,ON TIME
LY,381,2024-02-16 05:15:00,2024-02-16 05:15:00,D,MXP,MILAN,ITALY,3,ON TIME
SK,3185,2024-02-16 05:15:00,2024-02-16 05:15:00,D,MXP,MILAN,ITALY,3,ON TIME
TP,8910,2024-02-16 05:15:00,2024-02-16 05:15:00,D,MXP,MILAN,ITALY,3,ON TIME
LY,361,2024-02-16 05:30:00,2024-02-16 05:30:00,D,VIE,VIENNA,AUSTRIA,3,ON TIME
QS,1287,2024-02-16 05:35:00,2024-02-16 05:35:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
LY,2521,2024-02-16 05:45:00,2024-02-16 05:45:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,ON TIME
LY,5101,2024-02-16 06:00:00,2024-02-16 06:00:00,D,WAW,WARSAW,POLAND,3,ON TIME
LY,5119,2024-02-16 06:00:00,2024-02-16 06:00:00,D,KRK,KRAKOW,POLAND,3,ON TIME
6H,291,2024-02-16 06:00:00,2024-02-16 06:00:00,D,INN,INNSBRUCK,AUSTRIA,3,ON TIME
6H,885,2024-02-16 06:00:00,2024-02-16 06:00:00,D,BUS,BATUMI,GEORGIA,3,ON TIME
AR,7877,2024-02-16 06:10:00,2024-02-16 06:10:00,D,FCO,ROME,ITALY,3,ON TIME
LY,385,2024-02-16 06:10:00,2024-02-16 06:10:00,D,FCO,ROME,ITALY,3,ON TIME
SK,3167,2024-02-16 06:10:00,2024-02-16 06:10:00,D,FCO,ROME,ITALY,3,ON TIME
TP,8898,2024-02-16 06:10:00,2024-02-16 06:10:00,D,FCO,ROME,ITALY,3,ON TIME
LY,82,2024-02-16 06:15:00,2024-02-16 06:15:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
QF,5021,2024-02-16 06:15:00,2024-02-16 06:15:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
TG,5483,2024-02-16 06:15:00,2024-02-16 06:15:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
VN,3299,2024-02-16 06:15:00,2024-02-16 06:15:00,A,BKK,BANGKOK,THAILAND,3,NOT FINAL
LY,52,2024-02-16 06:25:00,2024-02-16 06:25:00,A,JNB,JOHANNESBURG,SOUTH AFRICA,3,NOT FINAL
QF,5023,2024-02-16 06:25:00,2024-02-16 06:25:00,A,JNB,JOHANNESBURG,SOUTH AFRICA,3,NOT FINAL
IB,2392,2024-02-16 06:30:00,2024-02-16 06:30:00,D,BCN,BARCELONA,SPAIN,3,ON TIME
LY,393,2024-02-16 06:30:00,2024-02-16 06:30:00,D,BCN,BARCELONA,SPAIN,3,ON TIME
B6,6484,2024-02-16 06:35:00,2024-02-16 06:35:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
DL,7444,2024-02-16 06:35:00,2024-02-16 06:35:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
LY,28,2024-02-16 06:35:00,2024-02-16 06:35:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
LY,10,2024-02-16 06:50:00,2024-02-16 06:50:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
LY,573,2024-02-16 07:00:00,2024-02-16 07:00:00,D,OTP,BUCHAREST,ROMANIA,3,ON TIME
6H,561,2024-02-16 07:00:00,2024-02-16 07:00:00,D,ATH,ATHENS,GREECE,3,ON TIME
LY,27,2024-02-16 07:05:00,2024-02-16 07:05:00,D,EWR,NEWARK,UNITED STATES,3,ON TIME
LY,557,2024-02-16 07:30:00,2024-02-16 07:30:00,D,SOF,SOFIA,BULGARIA,3,ON TIME
AR,7850,2024-02-16 07:45:00,2024-02-16 07:45:00,A,MIA,MIAMI,UNITED STATES,3,NOT FINAL
B6,6468,2024-02-16 07:45:00,2024-02-16 07:45:00,A,MIA,MIAMI,UNITED STATES,3,NOT FINAL
DL,7438,2024-02-16 07:45:00,2024-02-16 07:45:00,A,MIA,MIAMI,UNITED STATES,3,NOT FINAL
LY,18,2024-02-16 07:45:00,2024-02-16 07:45:00,A,MIA,MIAMI,UNITED STATES,3,NOT FINAL
IZ,801,2024-02-16 08:00:00,2024-02-16 08:00:00,D,ETM,RAMON,ISRAEL,3,ON TIME
IZ,413,2024-02-16 08:50:00,2024-02-16 08:50:00,D,BUS,BATUMI,GEORGIA,3,ON TIME
EK,2369,2024-02-16 08:55:00,2024-02-16 08:55:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
FZ,1549,2024-02-16 08:55:00,2024-02-16 08:55:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
WZ,17,2024-02-16 08:55:00,2024-02-16 08:55:00,A,DME,MOSCOW,RUSSIAN FEDERATION,3,NOT FINAL
AM,7885,2024-02-16 09:00:00,2024-02-16 09:00:00,D,CDG,PARIS,FRANCE,3,ON TIME
IZ,211,2024-02-16 09:00:00,2024-02-16 09:00:00,D,ATH,ATHENS,GREECE,3,ON TIME
LY,323,2024-02-16 09:00:00,2024-02-16 09:00:00,D,CDG,PARIS,FRANCE,3,ON TIME
SK,3163,2024-02-16 09:00:00,2024-02-16 09:00:00,D,CDG,PARIS,FRANCE,3,ON TIME
AA,9261,2024-02-16 09:15:00,2024-02-16 09:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
AM,7863,2024-02-16 09:15:00,2024-02-16 09:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
LY,315,2024-02-16 09:15:00,2024-02-16 09:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
SK,3181,2024-02-16 09:15:00,2024-02-16 09:15:00,D,LHR,LONDON,UNITED KINGDOM,3,ON TIME
LY,24,2024-02-16 09:20:00,2024-02-16 09:20:00,A,EWR,NEWARK,UNITED STATES,3,NOT FINAL
LY,5131,2024-02-16 09:50:00,2024-02-16 09:50:00,D,LCA,LARNACA,CYPRUS,3,ON TIME
WZ,16,2024-02-16 09:55:00,2024-02-16 09:55:00,D,AER,SOCHI,RUSSIAN FEDERATION,3,ON TIME
EK,2370,2024-02-16 10:10:00,2024-02-16 10:10:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
FZ,1550,2024-02-16 10:10:00,2024-02-16 10:10:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,ON TIME
LY,541,2024-02-16 10:15:00,2024-02-16 10:15:00,D,ATH,ATHENS,GREECE,3,ON TIME
AM,7868,2024-02-16 10:20:00,2024-02-16 10:20:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
AR,7852,2024-02-16 10:20:00,2024-02-16 10:20:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
B6,6450,2024-02-16 10:20:00,2024-02-16 10:20:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
DL,7425,2024-02-16 10:20:00,2024-02-16 10:20:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
EK,2450,2024-02-16 10:20:00,2024-02-16 10:20:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
FZ,1081,2024-02-16 10:20:00,2024-02-16 10:20:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,NOT FINAL
LY,2,2024-02-16 10:20:00,2024-02-16 10:20:00,A,JFK,NEW YORK,UNITED STATES,3,NOT FINAL
LY,2360,2024-02-16 10:20:00,2024-02-16 10:20:00,A,BUD,BUDAPEST,HUNGARY,3,NOT FINAL
IZ,802,2024-02-16 10:25:00,2024-02-16 10:25:00,A,ETM,RAMON,ISRAEL,3,NOT FINAL
FR,7161,2024-02-16 10:30:00,2024-02-16 10:30:00,A,VIE,VIENNA,AUSTRIA,3,NOT FINAL
