_id,CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
433,AM,7862,AERO MEXICO,2024-02-13T20:00:00,2024-02-13T20:00:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
434,LY,324,EL AL ISRAEL AIRLINES,2024-02-13T20:00:00,2024-02-13T20:00:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
435,SK,3160,SAS,2024-02-13T20:00:00,2024-02-13T20:00:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
436,6H,562,ISRAIR AIRLINES,2024-02-13T20:30:00,2024-02-13T20:30:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
437,LY,087,EL AL ISRAEL AIRLINES,2024-02-13T20:35:00,2024-02-13T20:35:00,D,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
438,6H,226,ISRAIR AIRLINES,2024-02-13T20:45:00,2024-02-13T20:45:00,A,RVN,ROVANIEMI,רובניימי,ROVANIEMI,פינלנד,FINLAND,3,,,NOT FINAL,לא סופי
439,LY,5108,EL AL ISRAEL AIRLINES,2024-02-13T20:50:00,2024-02-13T20:50:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
440,LY,612,EL AL ISRAEL AIRLINES,2024-02-13T20:55:00,2024-02-13T20:55:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
441,S7,4483,SIBERIA AIRLINES,2024-02-13T20:55:00,2024-02-13T20:55:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
442,AA,9260,AMERICAN AIRLINES,2024-02-13T21:05:00,2024-02-13T21:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
443,LY,316,EL AL ISRAEL AIRLINES,2024-02-13T21:05:00,2024-02-13T21:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
444,LY,312,EL AL ISRAEL AIRLINES,2024-02-13T21:20:00,2024-02-13T21:20:00,A,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
445,6H,583,ISRAIR AIRLINES,2024-02-13T21:35:00,2024-02-13T21:35:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,34-37,B,ON TIME,בזמן
446,IZ,828,ARKIA  ISRAELI  AIRLINES,2024-02-13T21:45:00,2024-02-13T21:45:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
447,LY,974,EL AL ISRAEL AIRLINES,2024-02-13T21:45:00,2024-02-13T21:45:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
448,LY,081,EL AL ISRAEL AIRLINES,2024-02-13T22:05:00,2024-02-13T22:05:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
449,LY,088,EL AL ISRAEL AIRLINES,2024-02-13T22:05:00,2024-02-13T22:05:00,A,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
450,QF,5020,QANTAS AIRWAYS,2024-02-13T22:05:00,2024-02-13T22:05:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
451,TG,4584,THAI AIRWAYS,2024-02-13T22:05:00,2024-02-13T22:05:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
452,VN,3298,VIETNAM AIRLINES,2024-02-13T22:05:00,2024-02-13T22:05:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
453,6H,892,ISRAIR AIRLINES,2024-02-13T22:25:00,2024-02-13T22:25:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
454,LY,084,EL AL ISRAEL AIRLINES,2024-02-13T22:50:00,2024-02-13T22:50:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
455,QF,5019,QANTAS AIRWAYS,2024-02-13T22:50:00,2024-02-13T22:50:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
456,TG,4585,THAI AIRWAYS,2024-02-13T22:50:00,2024-02-13T22:50:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
457,VN,3295,VIETNAM AIRLINES,2024-02-13T22:50:00,2024-02-13T22:50:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
458,IZ,212,ARKIA  ISRAELI  AIRLINES,2024-02-13T23:25:00,2024-02-13T23:25:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
459,IZ,282,ARKIA  ISRAELI  AIRLINES,2024-02-13T23:35:00,2024-02-13T23:35:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
460,LY,216,EL AL ISRAEL AIRLINES,2024-02-13T23:45:00,2024-02-13T23:45:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
461,LY,5110,EL AL ISRAEL AIRLINES,2024-02-13T23:50:00,2024-02-13T23:50:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
462,B6,6481,JETBLUE AIRWAYS CORPORATION,2024-02-14T00:05:00,2024-02-14T00:05:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
463,DL,7441,DELTA AIRLINES,2024-02-14T00:05:00,2024-02-14T00:05:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
464,LY,025,EL AL ISRAEL AIRLINES,2024-02-14T00:05:00,2024-02-14T00:05:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
465,LY,572,EL AL ISRAEL AIRLINES,2024-02-14T00:20:00,2024-02-14T00:20:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
466,LY,356,EL AL ISRAEL AIRLINES,2024-02-14T00:35:00,2024-02-14T00:35:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
467,LY,364,EL AL ISRAEL AIRLINES,2024-02-14T00:35:00,2024-02-14T00:35:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
468,AM,7869,AERO MEXICO,2024-02-14T00:45:00,2024-02-14T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
469,AM,7875,AERO MEXICO,2024-02-14T00:45:00,2024-02-14T00:45:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
470,AR,7853,AEROLINEAS ARGENTINAS S.A.,2024-02-14T00:45:00,2024-02-14T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
471,B6,6451,JETBLUE AIRWAYS CORPORATION,2024-02-14T00:45:00,2024-02-14T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
472,B6,6461,JETBLUE AIRWAYS CORPORATION,2024-02-14T00:45:00,2024-02-14T00:45:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
473,DL,7424,DELTA AIRLINES,2024-02-14T00:45:00,2024-02-14T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
474,DL,7428,DELTA AIRLINES,2024-02-14T00:45:00,2024-02-14T00:45:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
475,LY,001,EL AL ISRAEL AIRLINES,2024-02-14T00:45:00,2024-02-14T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
476,LY,005,EL AL ISRAEL AIRLINES,2024-02-14T00:45:00,2024-02-14T00:45:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
477,6H,584,ISRAIR AIRLINES,2024-02-14T00:45:00,2024-02-14T00:45:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
478,LY,388,EL AL ISRAEL AIRLINES,2024-02-14T00:55:00,2024-02-14T00:55:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
479,SK,3180,SAS,2024-02-14T00:55:00,2024-02-14T00:55:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
480,TP,8901,AIR PORTUGAL,2024-02-14T00:55:00,2024-02-14T00:55:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
481,AR,7851,AEROLINEAS ARGENTINAS S.A.,2024-02-14T01:00:00,2024-02-14T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
482,B6,6467,JETBLUE AIRWAYS CORPORATION,2024-02-14T01:00:00,2024-02-14T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
483,B6,6483,JETBLUE AIRWAYS CORPORATION,2024-02-14T01:00:00,2024-02-14T01:00:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
484,DL,7437,DELTA AIRLINES,2024-02-14T01:00:00,2024-02-14T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
485,DL,7443,DELTA AIRLINES,2024-02-14T01:00:00,2024-02-14T01:00:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
486,LY,017,EL AL ISRAEL AIRLINES,2024-02-14T01:00:00,2024-02-14T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
487,LY,027,EL AL ISRAEL AIRLINES,2024-02-14T01:00:00,2024-02-14T01:00:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
488,ET,404,ETHIOPIAN AIRLINES,2024-02-14T01:05:00,2024-02-14T01:05:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
489,LY,8804,EL AL ISRAEL AIRLINES,2024-02-14T01:05:00,2024-02-14T01:05:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
490,ET,405,ETHIOPIAN AIRLINES,2024-02-14T02:05:00,2024-02-14T02:05:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,56-62,C,ON TIME,בזמן
491,LY,8807,EL AL ISRAEL AIRLINES,2024-02-14T02:05:00,2024-02-14T02:05:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,56-62,C,ON TIME,בזמן
492,LY,2524,EL AL ISRAEL AIRLINES,2024-02-14T02:45:00,2024-02-14T02:45:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
493,AM,7850,AERO MEXICO,2024-02-14T02:55:00,2024-02-14T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
494,LY,336,EL AL ISRAEL AIRLINES,2024-02-14T02:55:00,2024-02-14T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
495,SK,3152,SAS,2024-02-14T02:55:00,2024-02-14T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
496,IZ,640,ARKIA  ISRAELI  AIRLINES,2024-02-14T03:25:00,2024-02-14T03:25:00,A,CMB,COLOMBO-KATUNAYAKE,קולומבו,COLOMBO,סרילנקה,SRI LANKA,3,,,NOT FINAL,לא סופי
497,AM,7854,AERO MEXICO,2024-02-14T03:55:00,2024-02-14T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
498,LY,326,EL AL ISRAEL AIRLINES,2024-02-14T03:55:00,2024-02-14T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
499,SK,3158,SAS,2024-02-14T03:55:00,2024-02-14T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
500,AA,9267,AMERICAN AIRLINES,2024-02-14T05:05:00,2024-02-14T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
501,AM,7876,AERO MEXICO,2024-02-14T05:05:00,2024-02-14T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
502,LY,318,EL AL ISRAEL AIRLINES,2024-02-14T05:05:00,2024-02-14T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
503,SK,3174,SAS,2024-02-14T05:05:00,2024-02-14T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
504,AA,9262,AMERICAN AIRLINES,2024-02-14T05:50:00,2024-02-14T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
505,AM,7867,AERO MEXICO,2024-02-14T05:50:00,2024-02-14T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
506,LY,319,EL AL ISRAEL AIRLINES,2024-02-14T05:50:00,2024-02-14T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
507,SK,3161,SAS,2024-02-14T05:50:00,2024-02-14T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
508,LY,345,EL AL ISRAEL AIRLINES,2024-02-14T05:55:00,2024-02-14T05:55:00,D,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3,78-99,D,ON TIME,בזמן
509,LY,2371,EL AL ISRAEL AIRLINES,2024-02-14T06:00:00,2024-02-14T06:00:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
510,SK,3157,SAS,2024-02-14T06:00:00,2024-02-14T06:00:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
511,AM,7864,AERO MEXICO,2024-02-14T06:05:00,2024-02-14T06:05:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
512,LY,337,EL AL ISRAEL AIRLINES,2024-02-14T06:05:00,2024-02-14T06:05:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
513,SK,3155,SAS,2024-02-14T06:05:00,2024-02-14T06:05:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
514,AR,7877,AEROLINEAS ARGENTINAS S.A.,2024-02-14T06:10:00,2024-02-14T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
515,LY,357,EL AL ISRAEL AIRLINES,2024-02-14T06:10:00,2024-02-14T06:10:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
516,LY,385,EL AL ISRAEL AIRLINES,2024-02-14T06:10:00,2024-02-14T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
517,SK,3165,SAS,2024-02-14T06:10:00,2024-02-14T06:10:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
518,SK,3167,SAS,2024-02-14T06:10:00,2024-02-14T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
519,TP,8898,AIR PORTUGAL,2024-02-14T06:10:00,2024-02-14T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
520,AA,9265,AMERICAN AIRLINES,2024-02-14T06:15:00,2024-02-14T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
521,AM,7879,AERO MEXICO,2024-02-14T06:15:00,2024-02-14T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
522,AR,7871,AEROLINEAS ARGENTINAS S.A.,2024-02-14T06:15:00,2024-02-14T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
523,IB,2394,IBERIA,2024-02-14T06:15:00,2024-02-14T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
524,LY,082,EL AL ISRAEL AIRLINES,2024-02-14T06:15:00,2024-02-14T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
525,LY,395,EL AL ISRAEL AIRLINES,2024-02-14T06:15:00,2024-02-14T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
526,QF,5021,QANTAS AIRWAYS,2024-02-14T06:15:00,2024-02-14T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
527,TG,5483,THAI AIRWAYS,2024-02-14T06:15:00,2024-02-14T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
528,VN,3299,VIETNAM AIRLINES,2024-02-14T06:15:00,2024-02-14T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
529,IB,2392,IBERIA,2024-02-14T06:30:00,2024-02-14T06:30:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
530,IZ,291,ARKIA  ISRAELI  AIRLINES,2024-02-14T06:30:00,2024-02-14T06:30:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,50-55,B,ON TIME,בזמן
531,LY,393,EL AL ISRAEL AIRLINES,2024-02-14T06:30:00,2024-02-14T06:30:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
532,LY,004,EL AL ISRAEL AIRLINES,2024-02-14T06:50:00,2024-02-14T06:50:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
533,LY,381,EL AL ISRAEL AIRLINES,2024-02-14T06:50:00,2024-02-14T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
534,LY,541,EL AL ISRAEL AIRLINES,2024-02-14T06:50:00,2024-02-14T06:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,78-99,D,ON TIME,בזמן
535,SK,3185,SAS,2024-02-14T06:50:00,2024-02-14T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
536,TP,8910,AIR PORTUGAL,2024-02-14T06:50:00,2024-02-14T06:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
537,IZ,801,ARKIA  ISRAELI  AIRLINES,2024-02-14T07:00:00,2024-02-14T07:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G12-G18,G,ON TIME,בזמן
538,LY,311,EL AL ISRAEL AIRLINES,2024-02-14T07:00:00,2024-02-14T07:00:00,D,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
539,LY,361,EL AL ISRAEL AIRLINES,2024-02-14T07:00:00,2024-02-14T07:00:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,78-99,D,ON TIME,בזמן
540,LY,573,EL AL ISRAEL AIRLINES,2024-02-14T07:00:00,2024-02-14T07:00:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,78-99,D,ON TIME,בזמן
541,LY,2365,EL AL ISRAEL AIRLINES,2024-02-14T07:05:00,2024-02-14T07:05:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,78-99,D,ON TIME,בזמן
542,6H,661,ISRAIR AIRLINES,2024-02-14T07:20:00,2024-02-14T07:20:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,34-37,B,ON TIME,בזמן
543,LY,551,EL AL ISRAEL AIRLINES,2024-02-14T07:30:00,2024-02-14T07:30:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,78-99,D,ON TIME,בזמן
544,6H,043,ISRAIR AIRLINES,2024-02-14T07:30:00,2024-02-14T07:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G1-G5,G,ON TIME,בזמן
545,AR,7850,AEROLINEAS ARGENTINAS S.A.,2024-02-14T07:45:00,2024-02-14T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
546,B6,6468,JETBLUE AIRWAYS CORPORATION,2024-02-14T07:45:00,2024-02-14T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
547,DL,7438,DELTA AIRLINES,2024-02-14T07:45:00,2024-02-14T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
548,LY,018,EL AL ISRAEL AIRLINES,2024-02-14T07:45:00,2024-02-14T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
549,6H,883,ISRAIR AIRLINES,2024-02-14T07:45:00,2024-02-14T07:45:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,37-40,B,ON TIME,בזמן
550,LY,131,EL AL ISRAEL AIRLINES,2024-02-14T08:00:00,2024-02-14T08:00:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
551,LY,3237,EL AL ISRAEL AIRLINES,2024-02-14T08:00:00,2024-02-14T08:00:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,CANCELED,מבוטלת
552,LY,611,EL AL ISRAEL AIRLINES,2024-02-14T08:20:00,2024-02-14T08:20:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,78-99,D,ON TIME,בזמן
553,S7,4482,SIBERIA AIRLINES,2024-02-14T08:20:00,2024-02-14T08:20:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,78-99,D,ON TIME,בזמן
554,EK,2369,EMIRATES,2024-02-14T08:55:00,2024-02-14T08:55:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
555,FZ,1549,FLYDUBAI,2024-02-14T08:55:00,2024-02-14T08:55:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
556,AM,7885,AERO MEXICO,2024-02-14T09:00:00,2024-02-14T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
